"reviews_per_month","neighbourhood_group","room_type","price","minimum_nights","calculated_host_listings_count"
0.39,"Manhattan","Entire home/apt",140,30,5
0.08,"Brooklyn","Private room",55,1,1
0.55,"Brooklyn","Private room",130,2,1
0.03,"Queens","Entire home/apt",125,1,1
2.68,"Brooklyn","Private room",73,5,6
0.24,"Manhattan","Entire home/apt",479,30,121
0.03,"Brooklyn","Private room",41,1,1
3.37,"Manhattan","Private room",85,1,2
0.13,"Brooklyn","Entire home/apt",175,6,1
0.17,"Manhattan","Entire home/apt",350,3,1
0.18,"Manhattan","Entire home/apt",89,3,1
3.02,"Manhattan","Entire home/apt",450,2,1
0.16,"Brooklyn","Entire home/apt",10000,5,1
0.39,"Manhattan","Private room",113,2,5
0.08,"Brooklyn","Entire home/apt",300,14,1
0.08,"Brooklyn","Private room",38,1,1
0.11,"Brooklyn","Entire home/apt",220,4,1
0.08,"Manhattan","Entire home/apt",120,1,1
0.03,"Manhattan","Private room",99,1,1
9.61,"Brooklyn","Entire home/apt",115,1,2
0.12,"Queens","Entire home/apt",150,3,1
0.89,"Queens","Private room",38,3,5
2.36,"Brooklyn","Entire home/apt",62,2,1
0.14,"Manhattan","Private room",120,2,1
0.06,"Brooklyn","Private room",60,6,2
1.19,"Manhattan","Private room",195,1,1
0.54,"Manhattan","Private room",69,15,3
2.74,"Brooklyn","Entire home/apt",138,3,1
0.58,"Brooklyn","Entire home/apt",120,1,1
1.16,"Brooklyn","Private room",41,2,1
0.03,"Brooklyn","Private room",35,1,1
0.03,"Manhattan","Entire home/apt",250,3,1
0.31,"Brooklyn","Entire home/apt",215,3,1
1.77,"Queens","Entire home/apt",115,2,1
0.35,"Manhattan","Entire home/apt",129,30,16
0.03,"Queens","Entire home/apt",200,5,1
0.75,"Brooklyn","Private room",79,3,3
3.52,"Manhattan","Entire home/apt",160,30,1
0.03,"Brooklyn","Entire home/apt",130,7,1
0.19,"Manhattan","Entire home/apt",70,2,1
0.32,"Queens","Private room",32,2,5
3.18,"Queens","Private room",37,1,2
2.43,"Brooklyn","Private room",55,1,2
0.28,"Manhattan","Entire home/apt",250,3,1
0.17,"Brooklyn","Entire home/apt",75,3,1
0.03,"Brooklyn","Private room",42,15,1
3.79,"Manhattan","Entire home/apt",155,2,1
0.39,"Bronx","Private room",22,3,1
0.12,"Brooklyn","Entire home/apt",125,2,1
2.16,"Manhattan","Entire home/apt",99,28,2
0.83,"Brooklyn","Private room",60,4,2
0.08,"Manhattan","Private room",45,2,1
0.17,"Manhattan","Private room",130,3,3
0.03,"Manhattan","Private room",40,2,1
0.45,"Manhattan","Private room",95,2,2
0.03,"Manhattan","Entire home/apt",140,7,1
2.6,"Queens","Private room",70,3,1
0.03,"Manhattan","Entire home/apt",250,1,1
1.6,"Manhattan","Private room",85,1,12
2.26,"Manhattan","Private room",85,1,12
0.41,"Manhattan","Entire home/apt",106,30,6
0.14,"Queens","Entire home/apt",90,3,1
4.39,"Manhattan","Entire home/apt",129,1,1
0.32,"Queens","Private room",100,3,1
0.11,"Manhattan","Entire home/apt",100,4,1
1.46,"Brooklyn","Entire home/apt",120,4,1
0.61,"Queens","Private room",75,2,1
0.28,"Manhattan","Entire home/apt",140,2,1
0.06,"Brooklyn","Private room",55,2,1
4.44,"Brooklyn","Private room",85,2,2
1.58,"Manhattan","Entire home/apt",219,1,2
0.25,"Brooklyn","Entire home/apt",185,2,1
0.26,"Queens","Entire home/apt",70,2,1
2.41,"Brooklyn","Entire home/apt",100,4,2
3.44,"Manhattan","Private room",69,2,3
2.88,"Brooklyn","Private room",40,2,3
9.3,"Queens","Private room",55,1,2
0.28,"Brooklyn","Entire home/apt",150,3,1
0.09,"Brooklyn","Private room",45,1,1
0.07,"Manhattan","Entire home/apt",280,3,1
1.87,"Manhattan","Private room",120,3,1
0.03,"Queens","Private room",90,1,1
0.29,"Brooklyn","Entire home/apt",225,2,1
0.12,"Manhattan","Entire home/apt",159,30,91
0.03,"Manhattan","Entire home/apt",650,1,1
3.44,"Manhattan","Entire home/apt",275,2,1
2.21,"Brooklyn","Entire home/apt",325,5,1
0.23,"Brooklyn","Entire home/apt",359,5,1
3.96,"Queens","Entire home/apt",99,1,1
0.03,"Manhattan","Entire home/apt",108,3,1
0.4,"Brooklyn","Private room",67,1,1
0.06,"Brooklyn","Private room",25,7,1
0.31,"Queens","Entire home/apt",125,1,1
0.79,"Manhattan","Entire home/apt",124,2,2
0.03,"Brooklyn","Private room",55,2,1
0.03,"Brooklyn","Entire home/apt",200,4,1
0.91,"Brooklyn","Entire home/apt",200,2,1
0.08,"Manhattan","Entire home/apt",175,4,1
4.24,"Manhattan","Private room",88,1,2
0.2,"Brooklyn","Private room",57,1,1
0.29,"Manhattan","Entire home/apt",133,30,91
0.81,"Queens","Private room",55,5,5
0.21,"Manhattan","Entire home/apt",125,30,91
0.11,"Brooklyn","Entire home/apt",80,5,2
0.08,"Brooklyn","Private room",70,2,1
0.2,"Bronx","Entire home/apt",120,10,1
3.29,"Manhattan","Private room",150,1,2
0.14,"Brooklyn","Entire home/apt",90,3,1
0.4,"Brooklyn","Entire home/apt",115,7,1
0.25,"Manhattan","Private room",51,2,1
0.09,"Manhattan","Private room",105,2,3
0.22,"Manhattan","Entire home/apt",225,30,5
2.24,"Manhattan","Private room",89,1,3
0.69,"Queens","Private room",61,2,1
6.36,"Manhattan","Shared room",70,1,4
2.09,"Manhattan","Private room",69,2,3
4.43,"Manhattan","Private room",79,1,1
0.43,"Brooklyn","Entire home/apt",83,1,1
0.03,"Brooklyn","Private room",160,2,1
0.15,"Brooklyn","Shared room",40,1,2
0.06,"Brooklyn","Private room",50,1,1
2.79,"Manhattan","Private room",45,2,3
0.03,"Brooklyn","Private room",85,1,1
2.82,"Brooklyn","Entire home/apt",100,3,1
2.28,"Brooklyn","Private room",57,1,5
0.17,"Brooklyn","Private room",53,2,1
0.55,"Queens","Private room",38,3,5
0.06,"Brooklyn","Entire home/apt",139,1,1
1.46,"Brooklyn","Entire home/apt",150,3,2
0.33,"Brooklyn","Entire home/apt",280,3,1
0.14,"Manhattan","Entire home/apt",90,5,1
1.68,"Queens","Private room",50,1,8
0.03,"Manhattan","Private room",150,1,1
2.18,"Manhattan","Entire home/apt",155,14,1
0.72,"Manhattan","Private room",109,5,1
0.39,"Brooklyn","Entire home/apt",150,1,1
2.94,"Brooklyn","Entire home/apt",130,3,2
0.06,"Manhattan","Entire home/apt",275,2,1
0.05,"Brooklyn","Entire home/apt",100,1,1
0.06,"Manhattan","Entire home/apt",215,3,1
0.06,"Manhattan","Private room",40,10,1
0.03,"Brooklyn","Private room",103,2,1
0.11,"Brooklyn","Private room",50,2,2
0.12,"Brooklyn","Private room",54,4,1
0.03,"Manhattan","Shared room",79,1,2
4.73,"Brooklyn","Private room",50,2,2
0.8,"Brooklyn","Private room",59,4,2
0.03,"Brooklyn","Private room",85,3,1
4.77,"Brooklyn","Entire home/apt",185,2,1
0.06,"Brooklyn","Entire home/apt",85,7,1
3.8,"Queens","Entire home/apt",135,2,1
1.65,"Queens","Entire home/apt",85,7,1
0.06,"Manhattan","Entire home/apt",150,1,1
0.08,"Brooklyn","Entire home/apt",75,2,1
2.43,"Manhattan","Entire home/apt",150,3,1
0.06,"Manhattan","Entire home/apt",150,5,1
0.2,"Queens","Entire home/apt",199,1,4
0.3,"Queens","Private room",88,1,2
1.74,"Manhattan","Private room",99,3,1
0.08,"Manhattan","Private room",75,2,2
0.24,"Manhattan","Entire home/apt",107,30,31
0.25,"Brooklyn","Entire home/apt",89,5,1
2.1,"Manhattan","Entire home/apt",210,1,1
0.64,"Brooklyn","Private room",57,5,3
0.63,"Brooklyn","Private room",50,2,1
0.29,"Manhattan","Entire home/apt",150,2,1
0.38,"Brooklyn","Private room",29,30,3
0.03,"Brooklyn","Entire home/apt",100,2,1
0.05,"Manhattan","Entire home/apt",152,30,8
1.27,"Brooklyn","Private room",45,1,2
1.15,"Brooklyn","Private room",49,2,1
0.19,"Brooklyn","Private room",45,27,1
1.13,"Manhattan","Entire home/apt",122,1,1
0.03,"Manhattan","Entire home/apt",64,15,1
0.34,"Manhattan","Entire home/apt",135,2,1
0.31,"Brooklyn","Private room",33,2,1
0.18,"Manhattan","Private room",320,4,2
0.45,"Manhattan","Entire home/apt",130,30,1
0.19,"Manhattan","Private room",95,1,1
0.2,"Queens","Entire home/apt",150,3,1
0.03,"Manhattan","Entire home/apt",350,5,1
0.19,"Manhattan","Entire home/apt",120,30,31
4.25,"Manhattan","Private room",250,3,2
0.85,"Brooklyn","Entire home/apt",106,1,1
0.17,"Queens","Entire home/apt",65,30,8
3.36,"Brooklyn","Entire home/apt",175,2,1
0.26,"Brooklyn","Entire home/apt",360,5,1
5.37,"Brooklyn","Entire home/apt",119,1,1
3.18,"Brooklyn","Entire home/apt",189,2,1
3.8,"Brooklyn","Private room",68,2,3
0.09,"Manhattan","Entire home/apt",100,1,1
0.09,"Manhattan","Private room",40,3,1
0.75,"Brooklyn","Private room",100,1,2
0.25,"Manhattan","Private room",165,30,1
0.06,"Brooklyn","Private room",40,1,1
0.06,"Manhattan","Entire home/apt",175,27,1
2.29,"Manhattan","Entire home/apt",99,4,5
1.31,"Brooklyn","Private room",50,3,2
0.07,"Queens","Private room",70,1,3
0.11,"Queens","Entire home/apt",85,1,1
0.4,"Bronx","Private room",50,2,2
0.17,"Queens","Private room",69,60,4
4.11,"Brooklyn","Private room",54,1,3
0.06,"Manhattan","Private room",38,7,1
0.06,"Brooklyn","Private room",41,3,1
1.96,"Brooklyn","Entire home/apt",199,2,2
0.68,"Manhattan","Entire home/apt",235,30,1
4.04,"Brooklyn","Entire home/apt",240,2,1
0.36,"Queens","Private room",70,1,2
0.05,"Manhattan","Entire home/apt",250,7,1
0.13,"Brooklyn","Entire home/apt",91,1,2
0.38,"Manhattan","Private room",125,1,4
4.1,"Brooklyn","Private room",55,1,3
0.56,"Brooklyn","Private room",75,1,1
1.24,"Brooklyn","Private room",44,3,2
0.06,"Manhattan","Private room",90,1,2
2.1,"Brooklyn","Entire home/apt",100,28,1
0.61,"Manhattan","Private room",170,5,1
0.28,"Brooklyn","Entire home/apt",140,2,1
0.06,"Brooklyn","Entire home/apt",199,3,1
0.09,"Manhattan","Entire home/apt",156,30,96
0.1,"Manhattan","Entire home/apt",170,30,96
0.73,"Manhattan","Entire home/apt",110,3,1
0.37,"Manhattan","Entire home/apt",115,5,1
0.43,"Manhattan","Private room",70,3,1
1.59,"Manhattan","Private room",250,91,1
0.28,"Manhattan","Entire home/apt",200,30,39
0.7,"Brooklyn","Private room",82,1,1
0.03,"Brooklyn","Entire home/apt",85,1,1
5.13,"Queens","Entire home/apt",69,2,2
1.84,"Queens","Entire home/apt",150,3,1
5.27,"Manhattan","Entire home/apt",150,2,1
0.23,"Queens","Private room",90,3,2
0.35,"Manhattan","Entire home/apt",159,2,4
1.24,"Brooklyn","Entire home/apt",280,3,1
0.11,"Manhattan","Entire home/apt",325,3,1
0.17,"Manhattan","Entire home/apt",120,3,1
0.1,"Manhattan","Private room",61,30,4
0.42,"Brooklyn","Entire home/apt",80,3,2
0.42,"Manhattan","Private room",90,1,1
2.07,"Manhattan","Entire home/apt",178,2,1
1.82,"Brooklyn","Entire home/apt",119,3,1
0.03,"Brooklyn","Private room",30,2,1
2.26,"Manhattan","Private room",100,3,1
0.06,"Brooklyn","Entire home/apt",100,2,1
0.09,"Manhattan","Entire home/apt",250,3,1
0.03,"Brooklyn","Private room",30,2,1
0.14,"Manhattan","Entire home/apt",240,2,1
4.1,"Brooklyn","Private room",60,2,3
4.17,"Brooklyn","Private room",65,1,3
3.82,"Brooklyn","Entire home/apt",140,2,3
0.55,"Manhattan","Entire home/apt",265,2,1
0.25,"Manhattan","Private room",145,1,1
0.03,"Manhattan","Entire home/apt",100,2,1
0.81,"Queens","Entire home/apt",105,2,3
0.03,"Brooklyn","Private room",85,3,1
0.14,"Manhattan","Entire home/apt",150,2,1
0.14,"Manhattan","Private room",100,3,4
0.03,"Brooklyn","Entire home/apt",75,1,1
1.52,"Brooklyn","Private room",60,1,3
1.4,"Brooklyn","Private room",80,3,1
2.76,"Brooklyn","Entire home/apt",137,2,1
0.36,"Manhattan","Entire home/apt",79,30,2
2.57,"Brooklyn","Private room",120,3,1
0.03,"Manhattan","Entire home/apt",220,5,1
4.39,"Manhattan","Entire home/apt",300,1,1
0.28,"Manhattan","Private room",90,1,1
2.02,"Brooklyn","Private room",48,1,2
0.45,"Brooklyn","Entire home/apt",179,2,1
0.1,"Brooklyn","Private room",58,2,1
3.88,"Manhattan","Entire home/apt",49,4,2
0.17,"Brooklyn","Entire home/apt",110,2,1
0.26,"Manhattan","Entire home/apt",190,5,1
0.42,"Queens","Entire home/apt",450,3,1
1.81,"Manhattan","Private room",69,1,1
1.9,"Manhattan","Entire home/apt",250,2,1
2.82,"Manhattan","Entire home/apt",249,7,1
0.06,"Manhattan","Entire home/apt",125,1,1
2.18,"Queens","Private room",60,1,1
0.9,"Manhattan","Entire home/apt",179,5,1
0.83,"Manhattan","Entire home/apt",155,2,1
0.34,"Queens","Private room",65,5,1
3.24,"Manhattan","Entire home/apt",499,1,4
0.06,"Manhattan","Entire home/apt",250,2,1
0.33,"Brooklyn","Entire home/apt",120,2,2
1.78,"Brooklyn","Private room",50,1,2
0.06,"Brooklyn","Private room",48,2,1
0.15,"Brooklyn","Private room",45,30,2
1.67,"Brooklyn","Private room",50,2,1
0.47,"Brooklyn","Private room",75,2,5
0.03,"Brooklyn","Private room",65,7,1
0.84,"Manhattan","Private room",90,1,1
0.06,"Brooklyn","Private room",80,1,2
0.19,"Brooklyn","Private room",43,1,1
11.4,"Queens","Private room",32,1,5
0.34,"Brooklyn","Shared room",39,1,1
0.17,"Manhattan","Private room",75,3,1
0.12,"Brooklyn","Entire home/apt",130,3,1
0.1,"Brooklyn","Private room",85,2,1
1.1,"Brooklyn","Entire home/apt",95,1,2
0.73,"Brooklyn","Private room",90,2,1
0.45,"Brooklyn","Private room",45,1,1
0.22,"Bronx","Private room",60,1,1
0.38,"Manhattan","Entire home/apt",119,30,16
0.37,"Manhattan","Entire home/apt",150,3,1
0.78,"Manhattan","Entire home/apt",295,7,2
0.11,"Brooklyn","Private room",130,2,1
0.03,"Manhattan","Private room",70,1,1
4.34,"Queens","Entire home/apt",71,1,1
0.04,"Brooklyn","Shared room",75,2,1
2.08,"Queens","Entire home/apt",85,2,1
0.84,"Brooklyn","Private room",67,3,2
0.14,"Manhattan","Entire home/apt",75,1,1
2.32,"Queens","Entire home/apt",79,2,6
7.1,"Queens","Entire home/apt",72,1,1
0.03,"Manhattan","Entire home/apt",153,1,1
0.27,"Queens","Private room",60,7,4
1.69,"Manhattan","Entire home/apt",150,5,1
0.71,"Manhattan","Entire home/apt",142,3,1
1.9,"Queens","Private room",55,2,1
0.66,"Brooklyn","Entire home/apt",249,9,1
2.06,"Brooklyn","Entire home/apt",111,2,3
0.38,"Manhattan","Entire home/apt",179,4,1
0.71,"Brooklyn","Private room",65,2,3
3.06,"Manhattan","Private room",63,2,1
0.03,"Manhattan","Private room",90,12,2
0.03,"Manhattan","Entire home/apt",143,4,1
0.28,"Manhattan","Private room",85,2,1
2.5,"Manhattan","Private room",67,1,1
2.5,"Brooklyn","Private room",45,1,15
0.26,"Brooklyn","Entire home/apt",150,6,1
0.08,"Manhattan","Entire home/apt",175,2,1
2.35,"Queens","Private room",90,2,1
0.09,"Brooklyn","Entire home/apt",100,2,1
2.39,"Brooklyn","Private room",53,1,1
2.23,"Brooklyn","Entire home/apt",250,3,1
0.09,"Brooklyn","Private room",85,2,1
0.03,"Brooklyn","Private room",45,2,1
0.03,"Manhattan","Entire home/apt",65,7,1
1.63,"Brooklyn","Entire home/apt",160,3,1
0.31,"Manhattan","Private room",100,1,1
0.22,"Manhattan","Private room",74,2,1
1.11,"Manhattan","Private room",50,1,1
5.87,"Queens","Entire home/apt",75,3,1
0.08,"Manhattan","Entire home/apt",150,4,1
0.03,"Brooklyn","Private room",30,6,1
0.28,"Manhattan","Entire home/apt",200,1,1
2.94,"Brooklyn","Private room",67,2,2
0.48,"Brooklyn","Entire home/apt",153,3,1
1.78,"Brooklyn","Private room",98,10,2
1.42,"Manhattan","Entire home/apt",215,1,1
0.03,"Queens","Private room",60,1,1
0.34,"Manhattan","Private room",100,3,1
0.76,"Brooklyn","Entire home/apt",131,2,2
6.62,"Queens","Entire home/apt",120,1,1
0.46,"Queens","Private room",75,1,1
0.42,"Manhattan","Entire home/apt",79,29,2
1.53,"Manhattan","Private room",120,3,2
0.03,"Manhattan","Entire home/apt",228,1,1
0.06,"Manhattan","Private room",85,1,2
0.69,"Manhattan","Entire home/apt",115,8,1
2.17,"Brooklyn","Entire home/apt",130,1,1
0.75,"Manhattan","Entire home/apt",109,1,1
0.37,"Brooklyn","Entire home/apt",200,2,1
1.22,"Brooklyn","Entire home/apt",180,4,1
0.05,"Queens","Shared room",35,30,18
0.49,"Brooklyn","Entire home/apt",140,5,1
2.35,"Manhattan","Private room",110,1,1
0.14,"Queens","Entire home/apt",75,2,1
0.06,"Brooklyn","Private room",50,15,1
0.04,"Brooklyn","Private room",89,2,1
0.16,"Manhattan","Entire home/apt",175,30,91
0.53,"Brooklyn","Entire home/apt",150,3,1
0.03,"Queens","Entire home/apt",96,2,1
0.32,"Manhattan","Entire home/apt",210,2,1
2.24,"Manhattan","Entire home/apt",221,2,1
1.93,"Brooklyn","Entire home/apt",150,4,1
0.47,"Manhattan","Entire home/apt",350,2,1
1.3,"Manhattan","Private room",65,1,2
2.45,"Brooklyn","Entire home/apt",325,2,1
0.34,"Manhattan","Entire home/apt",407,30,1
0.11,"Manhattan","Private room",60,20,1
0.03,"Brooklyn","Private room",91,1,2
0.06,"Brooklyn","Private room",41,1,1
0.05,"Manhattan","Entire home/apt",215,30,87
0.03,"Brooklyn","Private room",57,2,1
0.31,"Brooklyn","Private room",65,30,2
4.27,"Brooklyn","Entire home/apt",149,2,1
0.66,"Queens","Private room",70,3,1
1.67,"Manhattan","Entire home/apt",290,3,1
1.74,"Manhattan","Private room",70,1,1
0.28,"Brooklyn","Private room",90,1,1
0.06,"Manhattan","Entire home/apt",150,4,1
0.03,"Manhattan","Private room",100,2,1
0.08,"Brooklyn","Entire home/apt",224,30,1
0.03,"Queens","Entire home/apt",125,4,1
2.17,"Brooklyn","Entire home/apt",49,2,1
0.68,"Manhattan","Entire home/apt",700,5,1
0.08,"Brooklyn","Entire home/apt",650,1,1
1.61,"Manhattan","Entire home/apt",150,2,1
1.34,"Brooklyn","Private room",50,20,3
0.2,"Brooklyn","Private room",55,2,1
0.1,"Brooklyn","Entire home/apt",90,2,1
0.17,"Manhattan","Entire home/apt",349,2,1
4.29,"Brooklyn","Entire home/apt",100,2,1
0.23,"Manhattan","Entire home/apt",115,2,1
3.45,"Manhattan","Entire home/apt",150,3,2
2.98,"Brooklyn","Private room",55,1,13
2.94,"Queens","Private room",49,2,3
1.27,"Manhattan","Private room",95,2,1
1.64,"Queens","Private room",75,2,1
0.29,"Brooklyn","Shared room",45,2,3
0.62,"Manhattan","Entire home/apt",199,5,1
3.21,"Manhattan","Entire home/apt",195,1,1
1.08,"Manhattan","Entire home/apt",349,3,1
3.21,"Manhattan","Entire home/apt",270,2,1
0.03,"Brooklyn","Entire home/apt",159,2,1
0.03,"Manhattan","Entire home/apt",196,30,96
0.08,"Manhattan","Shared room",103,1,1
0.52,"Brooklyn","Private room",92,4,1
1.04,"Manhattan","Entire home/apt",150,3,1
4.19,"Manhattan","Entire home/apt",294,5,1
1.05,"Manhattan","Entire home/apt",110,4,1
1.15,"Bronx","Entire home/apt",76,7,1
3.34,"Brooklyn","Entire home/apt",180,2,2
1.34,"Queens","Entire home/apt",100,2,2
0.09,"Brooklyn","Entire home/apt",120,5,2
0.42,"Manhattan","Private room",90,1,2
2.34,"Brooklyn","Entire home/apt",130,1,1
2.39,"Brooklyn","Entire home/apt",84,2,1
2.77,"Brooklyn","Private room",50,3,2
4.39,"Queens","Entire home/apt",76,2,1
2.19,"Manhattan","Entire home/apt",316,3,1
0.91,"Queens","Entire home/apt",115,2,1
0.06,"Brooklyn","Entire home/apt",325,1,1
3.72,"Brooklyn","Entire home/apt",160,2,2
1.12,"Brooklyn","Private room",47,2,2
0.26,"Manhattan","Entire home/apt",200,3,1
0.26,"Brooklyn","Entire home/apt",200,4,1
0.35,"Brooklyn","Private room",75,7,2
0.38,"Brooklyn","Private room",39,3,1
0.1,"Manhattan","Entire home/apt",300,6,1
0.22,"Manhattan","Entire home/apt",489,7,1
0.08,"Queens","Entire home/apt",150,2,3
4.67,"Queens","Entire home/apt",65,1,1
3.98,"Brooklyn","Entire home/apt",120,4,3
3.34,"Manhattan","Private room",80,1,1
1.15,"Brooklyn","Private room",53,2,1
0.48,"Manhattan","Entire home/apt",200,3,1
2.81,"Brooklyn","Private room",50,3,2
0.36,"Manhattan","Entire home/apt",150,2,1
4.47,"Manhattan","Private room",120,2,1
1.18,"Manhattan","Private room",175,2,1
0.32,"Manhattan","Entire home/apt",49,30,1
0.29,"Queens","Private room",59,2,5
0.39,"Queens","Private room",79,3,1
0.41,"Manhattan","Entire home/apt",195,2,1
2.87,"Brooklyn","Entire home/apt",249,3,2
1.19,"Brooklyn","Private room",53,1,3
0.67,"Manhattan","Private room",189,1,1
1.07,"Brooklyn","Private room",60,2,2
2.11,"Queens","Entire home/apt",135,2,1
3.18,"Bronx","Private room",75,2,2
0.37,"Queens","Entire home/apt",120,2,1
0.17,"Manhattan","Private room",100,5,1
1.73,"Brooklyn","Private room",95,3,2
0.06,"Manhattan","Entire home/apt",185,1,1
0.45,"Manhattan","Entire home/apt",99,5,1
2.72,"Brooklyn","Entire home/apt",180,4,1
0.7,"Manhattan","Entire home/apt",350,5,1
0.12,"Manhattan","Private room",69,1,1
1.15,"Brooklyn","Private room",50,2,1
3.18,"Queens","Entire home/apt",144,2,3
0.25,"Brooklyn","Entire home/apt",85,4,1
1.04,"Manhattan","Entire home/apt",100,5,1
1.54,"Manhattan","Entire home/apt",240,5,1
0.09,"Brooklyn","Entire home/apt",125,1,2
0.65,"Manhattan","Entire home/apt",165,2,1
2.56,"Queens","Entire home/apt",145,3,1
0.03,"Brooklyn","Private room",65,1,1
1.49,"Brooklyn","Private room",60,3,2
3.65,"Queens","Entire home/apt",122,2,1
2.69,"Brooklyn","Private room",42,1,11
0.54,"Brooklyn","Private room",55,6,1
0.21,"Brooklyn","Entire home/apt",115,2,1
0.25,"Brooklyn","Entire home/apt",95,1,1
4.71,"Brooklyn","Entire home/apt",113,2,2
0.28,"Manhattan","Entire home/apt",185,4,1
0.41,"Queens","Private room",34,30,2
2.53,"Manhattan","Private room",80,3,3
1.54,"Brooklyn","Shared room",50,1,3
2.53,"Manhattan","Private room",55,3,1
0.06,"Manhattan","Entire home/apt",110,5,1
1.84,"Manhattan","Private room",115,5,1
0.49,"Manhattan","Entire home/apt",239,3,2
0.31,"Queens","Private room",63,2,1
1.29,"Manhattan","Entire home/apt",295,2,1
1.59,"Brooklyn","Private room",125,4,1
0.92,"Bronx","Entire home/apt",175,2,1
0.28,"Manhattan","Shared room",90,1,4
0.09,"Brooklyn","Private room",75,3,1
4.38,"Queens","Entire home/apt",99,2,1
0.29,"Manhattan","Private room",118,3,1
1.46,"Manhattan","Private room",75,2,1
0.68,"Manhattan","Entire home/apt",105,3,1
1.96,"Brooklyn","Private room",56,7,2
0.69,"Brooklyn","Private room",125,12,1
0.23,"Manhattan","Private room",80,2,3
0.2,"Bronx","Entire home/apt",110,3,1
0.69,"Brooklyn","Private room",75,1,2
0.42,"Queens","Private room",60,2,1
0.63,"Queens","Private room",55,1,4
0.06,"Manhattan","Private room",60,2,1
0.25,"Brooklyn","Private room",200,4,1
0.37,"Manhattan","Private room",49,1,1
2.68,"Queens","Entire home/apt",200,2,1
2.45,"Brooklyn","Private room",40,2,2
0.35,"Brooklyn","Entire home/apt",75,2,1
